lon,lat,dist_costa_km,r_droga,r_pesca,r_poluicao,r_imigracao,ais_embarcacoes,ais_rotas
-10.100000000000003,40.05000000000005,104.90785284624454,0.03585,0.1969,0.97876,2e-05,0.74921,0.99538
-10.100000000000003,40.15000000000005,105.99578613502038,0.0318,0.18662,0.99516,1e-05,0.74171,0.99642
-10.100000000000003,40.25000000000005,107.08500156164898,0.02849,0.16883,0.9884,1e-05,0.73507,0.99699
-10.100000000000003,40.35000000000005,108.75184035833811,0.02583,0.15063,0.97214,0.0,0.72615,0.99694
-10.100000000000003,40.45000000000005,110.73510417711536,0.02375,0.13648,0.95795,0.0,0.71573,0.99647
-10.100000000000003,40.550000000000054,112.71836799589246,0.02215,0.12576,0.94701,0.0,0.70412,0.99579
-10.100000000000003,40.650000000000055,114.7016318146697,0.02092,0.11661,0.92839,0.0,0.68915,0.99497
-10.100000000000003,40.75000000000006,116.68489563344681,0.01991,0.11012,0.89344,0.0,0.67076,0.99412
-10.100000000000003,40.85000000000006,118.48787031081608,0.019,0.1142,0.85844,0.0,0.65339,0.99357
-10.100000000000003,40.95000000000006,120.023758548966,0.01806,0.14462,0.83672,0.0,0.6397,0.9936
-10.100000000000003,41.05000000000006,118.89461169248287,0.01698,0.2141,0.81535,0.0,0.62848,0.99425
-10.100000000000003,41.15000000000006,117.13291935817522,0.01573,0.31077,0.79629,0.0,0.61987,0.99537
-10.100000000000003,41.250000000000064,115.43534081675236,0.01428,0.39038,0.7883,0.0,0.61407,0.99657
-10.100000000000003,41.350000000000065,113.92225876793955,0.01266,0.40465,0.76848,0.0,0.60707,0.99759
-10.100000000000003,41.45000000000007,113.38436818199204,0.01094,0.34166,0.72431,0.0,0.59598,0.99869
-10.100000000000003,41.55000000000007,110.60706161384616,0.00918,0.23424,0.68414,0.0,0.58417,1.0
-10.100000000000003,41.65000000000007,107.58106323672997,0.00747,0.13065,0.66061,0.0,0.57584,1.0
-10.100000000000003,41.75000000000007,105.63134215260854,0.00589,0.05994,0.62877,0.0,0.5717,1.0
-10.100000000000003,41.85000000000007,104.81797513927488,0.00449,0.02332,0.5949,0.0,0.57245,1.0
-10.100000000000003,41.950000000000074,105.16733128283629,0.0033,0.00851,0.59526,0.0,0.5785,1.0
-10.100000000000003,42.050000000000075,106.66798683546071,0.00234,0.00391,0.62591,0.0,0.58663,1.0
-10.100000000000003,42.15000000000008,109.2725191959362,0.0016,0.00305,0.65753,0.0,0.59305,1.0
-10.000000000000004,36.85,89.01002217799494,0.66171,0.03591,0.17505,0.02041,0.18871,0.86287
-10.000000000000004,36.95,87.20603305821881,0.64843,0.05572,0.20105,0.02294,0.20619,0.86809
-10.000000000000004,37.050000000000004,86.7844026590905,0.6314,0.08251,0.2331,0.02512,0.22877,0.8744
-10.000000000000004,37.150000000000006,87.7650561303254,0.61135,0.10877,0.28068,0.02691,0.25893,0.88151
-10.000000000000004,37.25000000000001,89.90860672921379,0.58919,0.12595,0.35083,0.02835,0.2934,0.88867
-10.000000000000004,37.35000000000001,92.18994156876394,0.56603,0.13488,0.40815,0.02947,0.32394,0.89514
-10.000000000000004,37.45000000000001,94.47127640831388,0.54307,0.14779,0.43937,0.03036,0.35213,0.90131
-10.000000000000004,37.55000000000001,96.75261124786404,0.52153,0.17684,0.49262,0.03105,0.38872,0.90844
-10.000000000000004,37.65000000000001,99.033946087414,0.50253,0.21668,0.54728,0.03156,0.43471,0.91711
-10.000000000000004,37.750000000000014,98.71398439149382,0.48685,0.24345,0.56033,0.03181,0.48513,0.92663
-10.000000000000004,37.850000000000016,96.83827977697727,0.47481,0.23931,0.5928,0.03172,0.53955,0.93549
-10.000000000000004,37.95000000000002,93.22228146019108,0.46613,0.21635,0.65683,0.03117,0.59047,0.94218
-10.000000000000004,38.05000000000002,83.68465601862256,0.45981,0.20394,0.67472,0.03006,0.62741,0.94655
-10.000000000000004,38.15000000000002,74.56796721640703,0.45429,0.21611,0.6752,0.02836,0.65647,0.95048
-10.000000000000004,38.25000000000002,66.04675621208995,0.4476,0.24137,0.74273,0.02608,0.68835,0.95562
-10.000000000000004,38.35000000000002,58.38234722081022,0.43768,0.2643,0.83244,0.02333,0.72068,0.96109
-10.000000000000004,38.450000000000024,51.95531847080988,0.42278,0.2861,0.87018,0.02027,0.75173,0.96462
-10.000000000000004,38.550000000000026,47.27307856820164,0.4018,0.31806,0.8529,0.01708,0.78517,0.96485
-10.000000000000004,38.65000000000003,44.88501962512024,0.3745,0.36441,0.79488,0.01395,0.81795,0.96281
-10.000000000000004,38.75000000000003,45.15659648046461,0.34162,0.41903,0.74426,0.01104,0.84831,0.96222
-10.000000000000004,38.85000000000003,48.04272696435545,0.30467,0.47534,0.74268,0.00847,0.88568,0.96702
-10.000000000000004,38.95000000000003,52.88424121172859,0.26576,0.5323,0.78079,0.00629,0.93704,0.97745
-10.000000000000004,39.05000000000003,57.71344678755635,0.22711,0.58956,0.84479,0.00452,0.99125,0.98957
-10.000000000000004,39.150000000000034,62.29601846148629,0.19077,0.63782,0.91128,0.00315,1.0,0.99891
-10.000000000000004,39.250000000000036,66.8785901354166,0.15828,0.65598,0.94258,0.00212,1.0,1.0
-10.000000000000004,39.35000000000004,71.46116180934655,0.13054,0.62246,0.93658,0.00139,0.98356,1.0
-10.000000000000004,39.45000000000004,76.04373348327685,0.10779,0.53575,0.91476,0.00088,0.93661,1.0
-10.000000000000004,39.55000000000004,80.6263051572068,0.08971,0.42408,0.8859,0.00054,0.89548,1.0
-10.000000000000004,39.65000000000004,85.2088768311371,0.07563,0.32698,0.84975,0.00032,0.86092,1.0
-10.000000000000004,39.75000000000004,89.92436438144225,0.06473,0.26541,0.79306,0.00018,0.82592,1.0
-10.000000000000004,39.850000000000044,94.18393899973957,0.05622,0.23481,0.72602,0.0001,0.78976,0.99992
-10.000000000000004,39.950000000000045,95.27187228851542,0.04945,0.22019,0.69415,5e-05,0.76059,1.0
-10.000000000000004,40.05000000000005,96.35980557729137,0.04397,0.20931,0.70276,3e-05,0.74408,1.0
-10.000000000000004,40.15000000000005,97.44773886606721,0.03948,0.19635,0.71412,1e-05,0.73656,1.0
-10.000000000000004,40.25000000000005,98.54518393646347,0.03583,0.18183,0.71122,1e-05,0.73064,1.0
-10.000000000000004,40.35000000000005,100.30141191311372,0.03293,0.17021,0.70205,0.0,0.72187,0.99995
-10.000000000000004,40.45000000000005,102.28467573189097,0.03068,0.16455,0.69486,0.0,0.71036,0.9984
-10.000000000000004,40.550000000000054,104.26793955066807,0.02899,0.16276,0.68781,0.0,0.69709,0.99653
-10.000000000000004,40.650000000000055,106.25120336944532,0.02769,0.15885,0.67036,0.0,0.68077,0.99453
-10.000000000000004,40.75000000000006,108.23446718822241,0.02661,0.14954,0.64028,0.0,0.66175,0.99263
-10.000000000000004,40.85000000000006,109.9814123764471,0.02559,0.14404,0.61393,0.0,0.64417,0.99111
-10.000000000000004,40.95000000000006,111.51730061459703,0.02446,0.16642,0.59954,0.0,0.63047,0.99018
-10.000000000000004,41.05000000000006,110.45039211205079,0.0231,0.23782,0.5863,0.0,0.61968,0.9899
-10.000000000000004,41.15000000000006,108.64502665106103,0.02146,0.347,0.57611,0.0,0.61209,0.99016
-10.000000000000004,41.250000000000064,106.94744810963817,0.01952,0.44204,0.57527,0.0,0.60804,0.99068
-10.000000000000004,41.350000000000065,105.37638902176892,0.01734,0.46504,0.56811,0.0,0.6042,0.99131
-10.000000000000004,41.45000000000007,104.79464331971997,0.01499,0.39953,0.54433,0.0,0.59785,0.99234
-10.000000000000004,41.55000000000007,102.50556641346866,0.01259,0.28049,0.51904,0.0,0.59137,0.99427
-10.000000000000004,41.65000000000007,99.23282840896033,0.01026,0.16184,0.5013,0.0,0.58836,0.99716
-10.000000000000004,41.75000000000007,97.11565019016413,0.00809,0.07799,0.4786,0.0,0.5894,1.0
-10.000000000000004,41.85000000000007,96.2303329475406,0.00616,0.03291,0.45617,0.0,0.59401,1.0
-10.000000000000004,41.950000000000074,96.61074803587181,0.00454,0.01421,0.45741,0.0,0.6013,1.0
-10.000000000000004,42.050000000000075,98.24219298461783,0.00322,0.00871,0.47898,0.0,0.60868,1.0
-10.000000000000004,42.15000000000008,101.0641010365358,0.00221,0.00839,0.50079,0.0,0.61395,1.0
-9.900000000000004,36.85,80.66066750594165,0.67649,0.05892,0.2302,0.02966,0.25691,0.8839
-9.900000000000004,36.95,78.66543990932784,0.6632,0.08476,0.27423,0.03316,0.28464,0.89141
-9.900000000000004,37.050000000000004,78.197773493061,0.64617,0.12009,0.32257,0.03609,0.31773,0.90013
-9.900000000000004,37.150000000000006,79.2847041486319,0.62625,0.15486,0.39335,0.03839,0.35916,0.90937
-9.900000000000004,37.25000000000001,81.50368889929267,0.60448,0.17732,0.50638,0.04008,0.40452,0.9179
-9.900000000000004,37.35000000000001,83.78502373884282,0.58213,0.18809,0.60142,0.04126,0.44148,0.92461
-9.900000000000004,37.45000000000001,86.06635857839277,0.56062,0.20391,0.63332,0.04206,0.46954,0.92984
-9.900000000000004,37.55000000000001,88.34769341794292,0.54137,0.24223,0.66556,0.04256,0.5026,0.93534
-9.900000000000004,37.65000000000001,90.62902825749288,0.52561,0.29645,0.69936,0.04281,0.54582,0.94237
-9.900000000000004,37.750000000000014,90.36308166369732,0.51421,0.3334,0.69453,0.04275,0.59448,0.95043
-9.900000000000004,37.850000000000016,88.31018199211272,0.50741,0.32604,0.70458,0.04229,0.64512,0.95775
-9.900000000000004,37.95000000000002,87.61519359517558,0.5047,0.28639,0.73429,0.04127,0.68905,0.96266
-9.900000000000004,38.05000000000002,79.43272590554565,0.50471,0.25338,0.72874,0.03959,0.71856,0.96539
-9.900000000000004,38.15000000000002,69.76258328515019,0.50533,0.25252,0.73102,0.03718,0.74137,0.96824
-9.900000000000004,38.25000000000002,60.56905396297357,0.50398,0.27842,0.79128,0.03407,0.76719,0.97279
-9.900000000000004,38.35000000000002,52.10503582996187,0.49804,0.31522,0.85788,0.03039,0.79445,0.97767
-9.900000000000004,38.450000000000024,44.78606266723658,0.48528,0.35981,0.88448,0.02634,0.81967,0.97967
-9.900000000000004,38.550000000000026,39.2578686271393,0.46431,0.41717,0.8328,0.02215,0.83705,0.97626
-9.900000000000004,38.65000000000003,36.34695693696782,0.43489,0.48372,0.6746,0.01806,0.83815,0.9681
-9.900000000000004,38.75000000000003,36.681800630965114,0.39799,0.54682,0.50374,0.01426,0.8313,0.96043
-9.900000000000004,38.85000000000003,40.181337782632,0.35559,0.59954,0.42524,0.01091,0.84211,0.95969
-9.900000000000004,38.95000000000003,45.25670642157561,0.31035,0.65086,0.43339,0.00809,0.88283,0.96736
-9.900000000000004,39.05000000000003,49.89611863791096,0.26514,0.71518,0.48276,0.0058,0.93622,0.97896
-9.900000000000004,39.150000000000034,54.47869031184089,0.22252,0.7885,0.53423,0.00403,0.97191,0.98904
-9.900000000000004,39.250000000000036,59.06126198577121,0.18445,0.83756,0.55942,0.00271,0.97054,0.99489
-9.900000000000004,39.35000000000004,63.64383365970115,0.15205,0.81809,0.56299,0.00177,0.93673,0.99686
-9.900000000000004,39.45000000000004,68.22640533363146,0.12562,0.71445,0.56354,0.00112,0.89233,0.99681
-9.900000000000004,39.55000000000004,72.80897700756141,0.10478,0.56288,0.5621,0.00068,0.85491,0.99653
-9.900000000000004,39.65000000000004,77.39154868149173,0.0887,0.42346,0.54898,0.0004,0.82463,0.99671
-9.900000000000004,39.75000000000004,82.19724391901988,0.07638,0.32923,0.51231,0.00023,0.79315,0.9971
-9.900000000000004,39.850000000000044,85.63589173078641,0.06687,0.27428,0.46064,0.00013,0.75899,0.99734
-9.900000000000004,39.950000000000045,86.72382501956224,0.05936,0.24018,0.42661,7e-05,0.72986,0.99739
-9.900000000000004,40.05000000000005,87.8117583083382,0.05332,0.21655,0.4206,3e-05,0.71201,0.99734
-9.900000000000004,40.15000000000005,88.89969159711404,0.04843,0.20068,0.42355,2e-05,0.70308,0.99705
-9.900000000000004,40.25000000000005,90.01486400091679,0.04449,0.19183,0.42269,1e-05,0.69563,0.99608
-9.900000000000004,40.35000000000005,91.85098346788936,0.0414,0.19075,0.41954,0.0,0.68382,0.99401
-9.900000000000004,40.45000000000005,93.83424728666661,0.03906,0.19853,0.41735,0.0,0.66736,0.99094
-9.900000000000004,40.550000000000054,95.8175111054437,0.03732,0.21121,0.41239,0.0,0.64912,0.98738
-9.900000000000004,40.650000000000055,97.80077492422096,0.03601,0.21713,0.39812,0.0,0.63032,0.98389
-9.900000000000004,40.75000000000006,99.78403874299805,0.03489,0.20612,0.37801,0.0,0.61185,0.9808
-9.900000000000004,40.85000000000006,101.4749544420781,0.03377,0.18704,0.36413,0.0,0.59619,0.97831
-9.900000000000004,40.95000000000006,103.01084268022804,0.03243,0.19198,0.35914,0.0,0.58426,0.9765
-9.900000000000004,41.05000000000006,102.0061725316187,0.03073,0.25161,0.35655,0.0,0.57494,0.97539
-9.900000000000004,41.15000000000006,100.15713394394683,0.02862,0.35893,0.35772,0.0,0.56873,0.97496
-9.900000000000004,41.250000000000064,98.45955540252397,0.02609,0.46032,0.36586,0.0,0.56652,0.97499
-9.900000000000004,41.350000000000065,96.83827977697688,0.0232,0.49287,0.37408,0.0,0.56646,0.9754
-9.900000000000004,41.45000000000007,96.20491845744789,0.02008,0.43457,0.37368,0.0,0.56626,0.97654
-9.900000000000004,41.55000000000007,94.49035378842633,0.01688,0.31657,0.36451,0.0,0.56682,0.97892
-9.900000000000004,41.65000000000007,90.92958840420488,0.01375,0.19225,0.35202,0.0,0.57062,0.98267
-9.900000000000004,41.75000000000007,88.61425012476418,0.01084,0.0995,0.33675,0.0,0.57812,0.98733
-9.900000000000004,41.85000000000007,87.64309894401532,0.00827,0.04711,0.3234,0.0,0.58759,0.99225
-9.900000000000004,41.950000000000074,88.06061803875018,0.00609,0.02512,0.32372,0.0,0.59679,0.9969
-9.900000000000004,42.050000000000075,89.84745013489719,0.00432,0.01987,0.33617,0.0,0.60399,1.0
-9.900000000000004,42.15000000000008,92.92463791502801,0.00296,0.02171,0.34942,0.0,0.60875,1.0
-9.800000000000004,36.85,72.36759815898313,0.68938,0.0935,0.31114,0.04224,0.34068,0.90045
-9.800000000000004,36.95,70.13684778291692,0.67618,0.12516,0.37256,0.04699,0.37869,0.91048
-9.800000000000004,37.050000000000004,69.61190817717944,0.65928,0.16896,0.43651,0.05083,0.42144,0.92184
-9.800000000000004,37.150000000000006,70.83071574346879,0.63962,0.21204,0.5185,0.05368,0.47014,0.93319
-9.800000000000004,37.25000000000001,73.09877106937155,0.61842,0.2388,0.64748,0.05558,0.51894,0.94268
-9.800000000000004,37.35000000000001,75.3801059089217,0.59714,0.24884,0.76394,0.05667,0.55441,0.94898
-9.800000000000004,37.45000000000001,77.66144074847166,0.57743,0.26347,0.80099,0.05716,0.575,0.95261
-9.800000000000004,37.55000000000001,79.9427755880218,0.5609,0.30636,0.80264,0.05721,0.59551,0.95576
-9.800000000000004,37.65000000000001,82.22411042757176,0.54898,0.3709,0.78979,0.05692,0.62626,0.96036
-9.800000000000004,37.750000000000014,82.06149576686403,0.54259,0.41555,0.76222,0.05628,0.66659,0.96628
-9.800000000000004,37.850000000000016,79.79530564647949,0.54189,0.40468,0.75417,0.05518,0.7101,0.97157
-9.800000000000004,37.95000000000002,79.0254687329035,0.54609,0.34943,0.73732,0.05346,0.74502,0.97442
-9.800000000000004,38.05000000000002,75.91812025488366,0.55337,0.29638,0.69802,0.05098,0.7667,0.97553
-9.800000000000004,38.15000000000002,65.73295265593164,0.56103,0.28228,0.70667,0.04765,0.78511,0.97761
-9.800000000000004,38.25000000000002,55.88034839027973,0.56581,0.30967,0.76448,0.0435,0.80801,0.98203
-9.800000000000004,38.35000000000002,46.57185627705905,0.5644,0.36348,0.79964,0.03869,0.83347,0.98689
-9.800000000000004,38.450000000000024,38.20725647678823,0.55405,0.43521,0.80011,0.03345,0.85698,0.98835
-9.800000000000004,38.550000000000026,31.54652575792083,0.53311,0.52132,0.73119,0.02806,0.86626,0.98296
-9.800000000000004,38.65000000000003,27.840695336633157,0.5013,0.60928,0.54161,0.02283,0.84822,0.97064
-9.800000000000004,38.75000000000003,28.27644842937858,0.45989,0.67995,0.32856,0.018,0.81617,0.95707
-9.800000000000004,38.85000000000003,32.544148437987765,0.41139,0.728,0.21803,0.01374,0.80556,0.95052
-9.800000000000004,38.95000000000003,37.49621881433526,0.35911,0.7772,0.20716,0.01016,0.83202,0.95398
-9.800000000000004,39.05000000000003,42.078790488265575,0.3066,0.86097,0.24055,0.00728,0.87724,0.96344
-9.800000000000004,39.150000000000034,46.661362162195516,0.25704,0.92602,0.27709,0.00505,0.9116,0.97323
-9.800000000000004,39.250000000000036,51.24393383612583,0.21282,0.9429,0.29619,0.00339,0.91538,0.98003
-9.800000000000004,39.35000000000004,55.82650551005576,0.17532,0.94955,0.30542,0.0022,0.88963,0.9834
-9.800000000000004,39.45000000000004,60.409077183986085,0.14489,0.93404,0.32182,0.00139,0.85299,0.98485
-9.800000000000004,39.55000000000004,64.99164885791602,0.12108,0.74072,0.34345,0.00084,0.82231,0.98618
-9.800000000000004,39.65000000000004,69.64067316758374,0.10288,0.53849,0.35321,0.0005,0.79737,0.988
-9.800000000000004,39.75000000000004,74.47012345659753,0.08908,0.39692,0.33674,0.00028,0.76927,0.98971
-9.800000000000004,39.850000000000044,77.08784446183324,0.07854,0.31008,0.2992,0.00016,0.73658,0.9906
-9.800000000000004,39.950000000000045,78.17577775060907,0.07032,0.25416,0.26424,8e-05,0.70691,0.99061
-9.800000000000004,40.05000000000005,79.26371103938503,0.06379,0.21836,0.24642,4e-05,0.68643,0.9901
-9.800000000000004,40.15000000000005,80.35164432816087,0.05854,0.20149,0.24031,2e-05,0.67328,0.98914
-9.800000000000004,40.25000000000005,81.49702418833917,0.05439,0.20069,0.23712,1e-05,0.65995,0.98724
-9.800000000000004,40.35000000000005,83.400555022665,0.05121,0.21268,0.23457,0.0,0.63953,0.98374
-9.800000000000004,40.45000000000005,85.38381884144223,0.04886,0.23684,0.23245,0.0,0.61201,0.97864
-9.800000000000004,40.550000000000054,87.36708266021934,0.04717,0.26743,0.22689,0.0,0.58367,0.97284
-9.800000000000004,40.650000000000055,89.35034647899658,0.04592,0.28586,0.21553,0.0,0.55993,0.96741
-9.800000000000004,40.75000000000006,91.33361029777369,0.04482,0.27327,0.20437,0.0,0.54232,0.9629
-9.800000000000004,40.85000000000006,92.96849650770912,0.04361,0.23715,0.20036,0.0,0.53021,0.95937
-9.800000000000004,40.95000000000006,94.50438474585906,0.04205,0.21724,0.2024,0.0,0.52129,0.9567
-9.800000000000004,41.05000000000006,93.56195295118664,0.03998,0.25398,0.20756,0.0,0.51351,0.95485
-9.800000000000004,41.15000000000006,91.66924123683266,0.03731,0.34746,0.21654,0.0,0.50763,0.95384
-9.800000000000004,41.250000000000064,89.97166269540979,0.03405,0.44792,0.23062,0.0,0.50573,0.95357
-9.800000000000004,41.350000000000065,88.31018199211226,0.03031,0.49165,0.24884,0.0,0.50818,0.95401
-9.800000000000004,41.45000000000007,87.61519359517581,0.02625,0.45015,0.26324,0.0,0.51362,0.95556
-9.800000000000004,41.55000000000007,86.5774316936603,0.02208,0.34517,0.26404,0.0,0.52145,0.95875
-9.800000000000004,41.65000000000007,82.68489951069132,0.018,0.22408,0.25493,0.0,0.53269,0.96369
-9.800000000000004,41.75000000000007,80.13169089011714,0.0142,0.12681,0.24476,0.0,0.54737,0.96984
-9.800000000000004,41.85000000000007,79.05640614299054,0.01083,0.06918,0.23774,0.0,0.56281,0.97635
-9.800000000000004,41.950000000000074,79.51902293855015,0.00797,0.04612,0.23803,0.0,0.57574,0.98238
-9.800000000000004,42.050000000000075,81.49335467065919,0.00566,0.04428,0.24497,0.0,0.58498,0.98735
-9.800000000000004,42.15000000000008,84.87397063513687,0.00388,0.05197,0.25292,0.0,0.59139,0.99103
-9.700000000000005,36.85,64.15264601335721,0.70056,0.14306,0.42524,0.05896,0.42858,0.91022
-9.700000000000005,36.95,61.625239505734314,0.68758,0.1801,0.48241,0.06527,0.47285,0.92235
-9.700000000000005,37.050000000000004,61.02712910897186,0.67091,0.23136,0.55167,0.07021,0.52225,0.93625
-9.700000000000005,37.150000000000006,62.41251839990049,0.65163,0.28076,0.62812,0.07363,0.57289,0.9496
-9.700000000000005,37.25000000000001,64.69385323945045,0.63113,0.30866,0.72779,0.0756,0.61592,0.95972
-9.700000000000005,37.35000000000001,66.97518807900059,0.6111,0.31312,0.82839,0.07635,0.64098,0.96529
-9.700000000000005,37.45000000000001,69.25652291855056,0.59342,0.31942,0.88042,0.07619,0.64886,0.9672
-9.700000000000005,37.55000000000001,71.53785775810069,0.57997,0.35739,0.87209,0.07541,0.65285,0.968
-9.700000000000005,37.65000000000001,73.81919259765066,0.57235,0.42254,0.8107,0.0742,0.6662,0.97004
-9.700000000000005,37.750000000000014,73.79500704419338,0.57153,0.46876,0.75539,0.0726,0.69489,0.97367
-9.700000000000005,37.850000000000016,71.29838784551279,0.57759,0.45471,0.73602,0.07051,0.73176,0.97699
-9.700000000000005,37.95000000000002,70.43574387063143,0.58944,0.39009,0.68573,0.06778,0.76055,0.97815
-9.700000000000005,38.05000000000002,71.29838784551322,0.60474,0.32496,0.6181,0.06421,0.77754,0.97813
-9.700000000000005,38.15000000000002,62.62899368132506,0.62014,0.30382,0.62397,0.0597,0.79495,0.97987
-9.700000000000005,38.25000000000002,52.19370767523172,0.63161,0.33641,0.67441,0.05428,0.8196,0.98448
-9.700000000000005,38.35000000000002,42.077399893048856,0.63513,0.40898,0.68452,0.04812,0.84817,0.98966
-9.700000000000005,38.450000000000024,32.578585484203884,0.6274,0.50775,0.66143,0.04149,0.87406,0.99139
-9.700000000000005,38.550000000000026,24.428529879296185,0.60644,0.62071,0.59239,0.03473,0.88237,0.98577
-9.700000000000005,38.65000000000003,19.408093711019923,0.57201,0.72666,0.42351,0.02819,0.85896,0.97164
-9.700000000000005,38.75000000000003,20.02816318207464,0.52568,0.8005,0.22594,0.02218,0.81826,0.95396
-9.700000000000005,38.85000000000003,24.91661364783478,0.47055,0.84228,0.1178,0.0169,0.79707,0.94191
-9.700000000000005,38.95000000000003,29.678890664689867,0.41067,0.89726,0.09905,0.01248,0.81003,0.94022
-9.700000000000005,39.05000000000003,34.261462338620184,0.35031,0.94988,0.11831,0.00892,0.84233,0.94623
-9.700000000000005,39.150000000000034,38.84403401255012,0.29331,0.97771,0.14084,0.00617,0.87224,0.95473
-9.700000000000005,39.250000000000036,43.426605686480436,0.24254,1.0,0.15218,0.00414,0.88194,0.96186
-9.700000000000005,39.35000000000004,48.00917736041038,0.19962,1.0,0.16059,0.00268,0.86649,0.96636
-9.700000000000005,39.45000000000004,52.591749034340694,0.16499,0.99381,0.18185,0.00169,0.83848,0.96936
-9.700000000000005,39.55000000000004,57.174320708270635,0.13808,0.94318,0.21415,0.00102,0.81353,0.97265
-9.700000000000005,39.65000000000004,61.9135527051614,0.1177,0.66483,0.23946,0.0006,0.79219,0.97658
-9.700000000000005,39.75000000000004,66.7430029941752,0.10243,0.46095,0.24262,0.00034,0.76571,0.98001
-9.700000000000005,39.850000000000044,68.53979719288007,0.0909,0.33526,0.22368,0.00019,0.73312,0.9819
-9.700000000000005,39.950000000000045,69.6277304816559,0.08204,0.25785,0.19707,0.0001,0.70203,0.98225
-9.700000000000005,40.05000000000005,70.71566377043186,0.07509,0.21343,0.17641,5e-05,0.67779,0.98168
-9.700000000000005,40.15000000000005,71.8035970592077,0.06961,0.19835,0.16334,3e-05,0.65809,0.9804
-9.700000000000005,40.25000000000005,72.99603351158888,0.06537,0.20625,0.15383,1e-05,0.63527,0.97777
-9.700000000000005,40.35000000000005,74.95012657744061,0.06221,0.23063,0.14607,1e-05,0.60202,0.97287
-9.700000000000005,40.45000000000005,76.93339039621785,0.05998,0.27031,0.13923,0.0,0.55925,0.9657
-9.700000000000005,40.550000000000054,78.91665421499495,0.05846,0.31859,0.13076,0.0,0.5175,0.95754
-9.700000000000005,40.650000000000055,80.8999180337722,0.05736,0.3498,0.12094,0.0,0.48736,0.95004
-9.700000000000005,40.75000000000006,82.8831818525493,0.05635,0.33575,0.11526,0.0,0.47116,0.94407
-9.700000000000005,40.85000000000006,84.46203857334015,0.0551,0.28258,0.11649,0.0,0.4639,0.93956
-9.700000000000005,40.95000000000006,85.99792681149007,0.05332,0.2368,0.12152,0.0,0.45857,0.93614
-9.700000000000005,41.05000000000006,85.11773337075458,0.05081,0.24688,0.12885,0.0,0.45133,0.93363
-9.700000000000005,41.15000000000006,83.18134852971845,0.0475,0.32069,0.13915,0.0,0.44341,0.93214
-9.700000000000005,41.250000000000064,81.4837699882956,0.04341,0.41626,0.15323,0.0,0.43904,0.93169
-9.700000000000005,41.350000000000065,79.79530564647897,0.03868,0.47234,0.17254,0.0,0.44172,0.9324
-9.700000000000005,41.45000000000007,79.02546873290373,0.03352,0.45348,0.19034,0.0,0.45166,0.93469
-9.700000000000005,41.55000000000007,78.69082354342787,0.0282,0.36921,0.19475,0.0,0.46686,0.93905
-9.700000000000005,41.65000000000007,74.51819853731843,0.02299,0.25815,0.18853,0.0,0.48598,0.94546
-9.700000000000005,41.75000000000007,71.67466212730525,0.01814,0.1615,0.1826,0.0,0.50802,0.95318
-9.700000000000005,41.85000000000007,70.4704523782809,0.01384,0.10337,0.18055,0.0,0.53008,0.96113
-9.700000000000005,41.950000000000074,70.98904362826526,0.01019,0.08507,0.18219,0.0,0.54875,0.96832
-9.700000000000005,42.050000000000075,73.19382598028288,0.00724,0.09371,0.18601,0.0,0.56311,0.97409
-9.700000000000005,42.15000000000008,76.93997788879432,0.00495,0.11462,0.18965,0.0,0.57432,0.97828
-9.600000000000005,36.85,56.05016917145976,0.71034,0.20739,0.57161,0.08069,0.50426,0.91242
-9.600000000000005,36.95,53.13877696911416,0.6977,0.24906,0.58191,0.08892,0.5475,0.92551
-9.600000000000005,37.050000000000004,52.44396972881879,0.68136,0.30576,0.63361,0.09511,0.59953,0.94135
-9.600000000000005,37.150000000000006,54.007600569979495,0.66253,0.35804,0.69329,0.09907,0.64865,0.9565
-9.600000000000005,37.25000000000001,56.28893540952945,0.64278,0.38269,0.73397,0.10091,0.68018,0.9672
-9.600000000000005,37.35000000000001,58.5702702490796,0.62407,0.37629,0.78119,0.10096,0.68874,0.97213
-9.600000000000005,37.45000000000001,60.851605088629555,0.60855,0.36674,0.8401,0.09968,0.68173,0.97282
-9.600000000000005,37.55000000000001,63.132939928179695,0.59835,0.38884,0.8456,0.09754,0.67068,0.97203
-9.600000000000005,37.65000000000001,65.41427476772965,0.59526,0.44214,0.7621,0.09486,0.66797,0.9722
-9.600000000000005,37.750000000000014,65.5287638926036,0.60034,0.48175,0.68472,0.09179,0.68516,0.97403
-9.600000000000005,37.850000000000016,62.82671535216792,0.61355,0.46544,0.65779,0.08826,0.71705,0.97593
-9.600000000000005,37.95000000000002,61.84601900835946,0.63347,0.40106,0.60091,0.08411,0.74415,0.97614
-9.600000000000005,38.05000000000002,62.82671535216841,0.65723,0.33694,0.52822,0.07911,0.7617,0.97567
-9.600000000000005,38.15000000000002,60.59312981372584,0.68075,0.31933,0.5257,0.07315,0.78308,0.97737
-9.600000000000005,38.25000000000002,49.732480854820814,0.69923,0.36199,0.56102,0.06621,0.81548,0.98204
-9.600000000000005,38.35000000000002,38.98261295561297,0.70789,0.4521,0.55838,0.05848,0.85293,0.98732
-9.600000000000005,38.450000000000024,28.46929509557896,0.70285,0.57219,0.5297,0.05027,0.88462,0.98954
-9.600000000000005,38.550000000000026,18.598107515315714,0.6818,0.70466,0.4762,0.04198,0.89561,0.98489
