lon,lat,dist_costa_km,r_droga,r_pesca,r_poluicao,r_imigracao,ais_embarcacoes,ais_rotas
-10.600000000000001,41.45000000000007,154.8704201643253,0.00164,0.05625,0.13569,0.0,0.1353,0.90015
-10.600000000000001,41.55000000000007,151.921288635434,0.00136,0.03537,0.13071,0.0,0.12816,0.90014
-10.600000000000001,41.65000000000007,149.73256502493697,0.0011,0.01874,0.12705,0.0,0.12171,0.89974
-10.600000000000001,41.75000000000007,148.33791257383643,0.00086,0.00815,0.12119,0.0,0.11627,0.89878
-10.600000000000001,41.85000000000007,147.7598178602672,0.00065,0.00289,0.11334,0.0,0.11275,0.89746
-10.600000000000001,41.950000000000074,148.00784922076102,0.00048,0.00084,0.10959,0.0,0.1121,0.89622
-10.600000000000001,42.050000000000075,149.0778832601661,0.00034,0.00021,0.11032,0.0,0.11366,0.89535
-10.600000000000001,42.15000000000008,150.95244056731224,0.00023,5e-05,0.11117,0.0,0.11586,0.89477
-10.500000000000002,36.85,131.22305084293922,0.55938,0.0007,0.07091,0.00231,0.06556,0.78223
-10.500000000000002,36.95,130.00614303236833,0.54754,0.0014,0.06867,0.00267,0.06309,0.77519
-10.500000000000002,37.050000000000004,129.72369702292875,0.53222,0.00246,0.06537,0.00303,0.06201,0.76814
-10.500000000000002,37.150000000000006,130.38178592871256,0.51381,0.00364,0.06378,0.00338,0.0631,0.76319
-10.500000000000002,37.25000000000001,131.96633973913436,0.49279,0.00454,0.06591,0.00372,0.06569,0.76233
-10.500000000000002,37.35000000000001,134.2145307183695,0.46972,0.0052,0.07042,0.00406,0.06809,0.76583
-10.500000000000002,37.45000000000001,136.49586555791942,0.44521,0.00625,0.07576,0.0044,0.06958,0.77216
-10.500000000000002,37.55000000000001,138.77720039746958,0.41988,0.00837,0.08207,0.00472,0.07139,0.77932
-10.500000000000002,37.65000000000001,141.05853523701953,0.39434,0.01134,0.08989,0.00502,0.07511,0.78577
-10.500000000000002,37.750000000000014,135.94062778181245,0.36913,0.01449,0.0993,0.00526,0.08038,0.79074
-10.500000000000002,37.850000000000016,127.68522935322386,0.34468,0.01856,0.10939,0.00543,0.08547,0.79441
-10.500000000000002,37.95000000000002,119.88208163765476,0.32127,0.0262,0.11485,0.00548,0.08965,0.79792
-10.500000000000002,38.05000000000002,112.62522537198056,0.29898,0.03885,0.11197,0.0054,0.09486,0.80294
-10.500000000000002,38.15000000000002,106.02689032467842,0.27772,0.05205,0.11009,0.00518,0.10481,0.81066
-10.500000000000002,38.25000000000002,100.21723276599427,0.25726,0.05822,0.11883,0.00483,0.12154,0.8208
-10.500000000000002,38.35000000000002,95.34053809448255,0.23729,0.05617,0.13159,0.00438,0.14392,0.83176
-10.500000000000002,38.450000000000024,91.54602588063293,0.2175,0.05216,0.14475,0.00384,0.17207,0.84203
-10.500000000000002,38.550000000000026,88.97226362439925,0.19768,0.05379,0.17384,0.00327,0.20908,0.85114
-10.500000000000002,38.65000000000003,87.72676173142186,0.17776,0.06437,0.22531,0.0027,0.25389,0.85926
-10.500000000000002,38.75000000000003,87.86602268700764,0.15785,0.08226,0.27976,0.00216,0.29804,0.86644
-10.500000000000002,38.85000000000003,89.38357428132889,0.13823,0.10392,0.31461,0.00167,0.33329,0.87244
-10.500000000000002,38.95000000000003,92.21139273049677,0.11931,0.12526,0.32813,0.00125,0.35865,0.87699
-10.500000000000002,39.05000000000003,96.23404146563752,0.10152,0.14159,0.33851,0.00091,0.37697,0.87997
-10.500000000000002,39.150000000000034,101.19196154936364,0.08527,0.14845,0.3547,0.00064,0.38747,0.88125
-10.500000000000002,39.250000000000036,105.96523088364354,0.07085,0.14364,0.36596,0.00044,0.38665,0.88071
-10.500000000000002,39.35000000000004,110.54780255757349,0.05841,0.12839,0.36335,0.00029,0.37492,0.87873
-10.500000000000002,39.45000000000004,115.1303742315038,0.04796,0.10753,0.35004,0.00018,0.35705,0.8763
-10.500000000000002,39.55000000000004,119.71294590543373,0.03934,0.08861,0.33389,0.00011,0.33748,0.87442
-10.500000000000002,39.65000000000004,124.29551757936406,0.03234,0.07955,0.31755,7e-05,0.31757,0.87345
-10.500000000000002,39.75000000000004,128.878089253294,0.02669,0.08452,0.29618,4e-05,0.29743,0.8733
-10.500000000000002,39.850000000000044,133.4606609272243,0.02212,0.0998,0.27423,2e-05,0.27945,0.87412
-10.500000000000002,39.950000000000045,138.0121086332813,0.01841,0.11377,0.26533,1e-05,0.26731,0.87632
-10.500000000000002,40.05000000000005,139.10004192205722,0.01537,0.11499,0.26853,1e-05,0.26104,0.88002
-10.500000000000002,40.15000000000005,140.18797521083306,0.01288,0.10182,0.27269,0.0,0.25714,0.8847
-10.500000000000002,40.25000000000005,141.27590849960902,0.01085,0.08195,0.27454,0.0,0.25325,0.88955
-10.500000000000002,40.35000000000005,142.5967756910266,0.0092,0.0643,0.27478,0.0,0.24917,0.89398
-10.500000000000002,40.45000000000005,144.53681795801285,0.0079,0.05351,0.27244,0.0,0.24531,0.89794
-10.500000000000002,40.550000000000054,146.52008177678997,0.00687,0.05224,0.26936,0.0,0.24202,0.90171
-10.500000000000002,40.650000000000055,148.5033455955672,0.00607,0.06484,0.26722,0.0,0.23923,0.90538
-10.500000000000002,40.75000000000006,150.4866094143443,0.00545,0.09294,0.26229,0.0,0.23664,0.90875
-10.500000000000002,40.85000000000006,152.46987323312155,0.00494,0.12755,0.2537,0.0,0.23443,0.91161
-10.500000000000002,40.95000000000006,154.04959028644188,0.00451,0.15227,0.24591,0.0,0.23267,0.91407
-10.500000000000002,41.05000000000006,152.7820687280547,0.00411,0.15814,0.24195,0.0,0.23093,0.91652
-10.500000000000002,41.15000000000006,151.08449018663202,0.00372,0.14978,0.24451,0.0,0.22908,0.91917
-10.500000000000002,41.250000000000064,149.38921483610764,0.00332,0.13498,0.25104,0.0,0.2265,0.92159
-10.500000000000002,41.350000000000065,148.1564687250236,0.0029,0.11492,0.25041,0.0,0.22138,0.92322
-10.500000000000002,41.45000000000007,146.6986106842058,0.00248,0.08789,0.2403,0.0,0.21322,0.9241
-10.500000000000002,41.55000000000007,143.58173029829516,0.00207,0.05717,0.2316,0.0,0.20408,0.92462
-10.500000000000002,41.65000000000007,141.26385370556937,0.00168,0.03058,0.22648,0.0,0.19584,0.92473
-10.500000000000002,41.75000000000007,139.78473322063704,0.00132,0.0133,0.21491,0.0,0.18902,0.92415
-10.500000000000002,41.85000000000007,139.17111449184006,0.001,0.00471,0.19956,0.0,0.1849,0.92303
-10.500000000000002,41.950000000000074,139.43442460797493,0.00074,0.00138,0.19478,0.0,0.18488,0.92193
-10.500000000000002,42.050000000000075,140.56973576176784,0.00052,0.00035,0.20075,0.0,0.1878,0.9212
-10.500000000000002,42.15000000000008,142.5562157467343,0.00036,9e-05,0.20744,0.0,0.19119,0.92073
-10.400000000000002,36.85,122.73962104719966,0.58325,0.00206,0.08497,0.00373,0.07254,0.79083
-10.400000000000002,36.95,121.4377318976033,0.57098,0.00398,0.08418,0.00428,0.0721,0.78726
-10.400000000000002,37.050000000000004,121.1353089383033,0.55512,0.00678,0.0828,0.00482,0.07317,0.7838
-10.400000000000002,37.150000000000006,121.83979483010548,0.53611,0.00978,0.08292,0.00533,0.07638,0.78168
-10.400000000000002,37.25000000000001,123.5339642625711,0.51449,0.01202,0.08582,0.00581,0.08086,0.78206
-10.400000000000002,37.35000000000001,125.80961288844836,0.4909,0.01357,0.09065,0.00629,0.08482,0.78535
-10.400000000000002,37.45000000000001,128.09094772799833,0.466,0.01594,0.09723,0.00674,0.08786,0.79106
-10.400000000000002,37.55000000000001,130.37228256754847,0.44052,0.02066,0.10564,0.00718,0.09179,0.79829
-10.400000000000002,37.65000000000001,132.65361740709844,0.41513,0.02695,0.11518,0.00757,0.09853,0.80583
-10.400000000000002,37.750000000000014,130.56973937880204,0.39041,0.03237,0.12703,0.00788,0.10837,0.81257
-10.400000000000002,37.850000000000016,121.95130321042244,0.3668,0.03702,0.1424,0.00807,0.12029,0.81797
-10.400000000000002,37.95000000000002,113.75551000945991,0.34452,0.04522,0.15313,0.00811,0.13265,0.8225
-10.400000000000002,38.05000000000002,106.08036552456079,0.32354,0.0604,0.15252,0.00797,0.14563,0.82754
-10.400000000000002,38.15000000000002,99.04697891231413,0.3036,0.07763,0.15675,0.00762,0.16338,0.83447
-10.400000000000002,38.25000000000002,92.80138093265901,0.28429,0.08647,0.18144,0.00709,0.18882,0.84339
-10.400000000000002,38.35000000000002,87.51240348590875,0.26509,0.08341,0.20888,0.00641,0.22003,0.85314
-10.400000000000002,38.450000000000024,83.36232610881564,0.24552,0.07509,0.23116,0.00562,0.25909,0.86296
-10.400000000000002,38.550000000000026,80.52742547843319,0.22523,0.07257,0.28704,0.00477,0.31429,0.87315
-10.400000000000002,38.65000000000003,79.14914581735343,0.20414,0.08332,0.39461,0.00393,0.38424,0.88387
-10.400000000000002,38.75000000000003,79.30347093645243,0.18242,0.10759,0.51208,0.00313,0.453,0.8943
-10.400000000000002,38.85000000000003,80.98163934522968,0.16048,0.14091,0.59113,0.00242,0.5066,0.90339
-10.400000000000002,38.95000000000003,84.09246999008249,0.13892,0.17613,0.62778,0.00181,0.54433,0.91055
-10.400000000000002,39.05000000000003,88.48498910292669,0.1184,0.20444,0.65716,0.00131,0.57115,0.91558
-10.400000000000002,39.150000000000034,93.56442675921065,0.0995,0.21786,0.69481,0.00092,0.58611,0.91829
-10.400000000000002,39.250000000000036,98.14790273399817,0.08269,0.21245,0.71864,0.00063,0.58477,0.91858
-10.400000000000002,39.35000000000004,102.7304744079281,0.0682,0.19,0.71356,0.00041,0.56858,0.9169
-10.400000000000002,39.45000000000004,107.31304608185842,0.05607,0.15779,0.68746,0.00026,0.5448,0.91434
-10.400000000000002,39.55000000000004,111.89561775578835,0.04613,0.12662,0.65677,0.00016,0.51946,0.91199
-10.400000000000002,39.65000000000004,116.47818942971868,0.03812,0.10707,0.62823,0.0001,0.49364,0.91027
-10.400000000000002,39.75000000000004,121.06076110364863,0.03169,0.10469,0.58958,6e-05,0.46613,0.90918
-10.400000000000002,39.850000000000044,125.66472807919344,0.02653,0.1163,0.54678,3e-05,0.43965,0.90898
-10.400000000000002,39.950000000000045,129.4640613643281,0.02234,0.13028,0.52973,2e-05,0.42058,0.91014
-10.400000000000002,40.05000000000005,130.55199465310406,0.0189,0.13374,0.5373,1e-05,0.41049,0.91275
-10.400000000000002,40.15000000000005,131.6399279418799,0.01608,0.12251,0.54354,0.0,0.40448,0.91621
-10.400000000000002,40.25000000000005,132.72786123065586,0.01377,0.10275,0.54097,0.0,0.39831,0.91969
-10.400000000000002,40.35000000000005,134.11759455572462,0.0119,0.08344,0.53461,0.0,0.39135,0.92274
-10.400000000000002,40.45000000000005,136.0863895127885,0.01041,0.06933,0.52588,0.0,0.38447,0.92545
-10.400000000000002,40.550000000000054,138.06965333156558,0.00924,0.0623,0.51812,0.0,0.37814,0.92813
-10.400000000000002,40.650000000000055,140.05291715034284,0.00834,0.06571,0.51299,0.0,0.37178,0.93087
-10.400000000000002,40.75000000000006,142.03618096911993,0.00762,0.08226,0.50328,0.0,0.36512,0.93353
-10.400000000000002,40.85000000000006,144.00724411392298,0.00704,0.1079,0.48832,0.0,0.3593,0.93609
-10.400000000000002,40.95000000000006,145.54313235207292,0.00651,0.13374,0.47541,0.0,0.35471,0.9387
-10.400000000000002,41.05000000000006,144.2941760209405,0.006,0.15491,0.4655,0.0,0.35032,0.9416
-10.400000000000002,41.15000000000006,142.5965974795178,0.00547,0.17116,0.46145,0.0,0.34617,0.94473
-10.400000000000002,41.250000000000064,140.89901893809494,0.00491,0.17806,0.4632,0.0,0.34219,0.94752
-10.400000000000002,41.350000000000065,139.59217227291222,0.00432,0.1664,0.45493,0.0,0.33582,0.94944
-10.400000000000002,41.45000000000007,138.5773591099815,0.00371,0.13311,0.43176,0.0,0.32551,0.95066
-10.400000000000002,41.55000000000007,135.27348356818848,0.0031,0.08807,0.41228,0.0,0.31378,0.95166
-10.400000000000002,41.65000000000007,132.8106864863257,0.00252,0.04734,0.4007,0.0,0.30346,0.95242
-10.400000000000002,41.75000000000007,131.23632775563806,0.00198,0.02061,0.37869,0.0,0.29527,0.95257
-10.400000000000002,41.85000000000007,130.58254550330014,0.00151,0.00732,0.35179,0.0,0.29094,0.9522
-10.400000000000002,41.950000000000074,130.86313784629206,0.00111,0.00218,0.34643,0.0,0.29226,0.95183
-10.400000000000002,42.050000000000075,132.07214957497217,0.00079,0.00059,0.36214,0.0,0.29729,0.95177
-10.400000000000002,42.15000000000008,134.18448766250907,0.00054,0.00018,0.37976,0.0,0.30239,0.95186
-10.300000000000002,36.85,114.27207368167788,0.60559,0.00514,0.09962,0.00588,0.08528,0.80338
-10.300000000000002,36.95,112.87256078044308,0.59295,0.00953,0.10185,0.00672,0.08721,0.80269
-10.300000000000002,37.050000000000004,112.54712488677275,0.57663,0.01572,0.10468,0.00751,0.09102,0.80231
-10.300000000000002,37.150000000000006,113.30502130507207,0.55715,0.0222,0.10832,0.00823,0.09707,0.80279
-10.300000000000002,37.25000000000001,115.12336021897711,0.5351,0.02695,0.11272,0.00891,0.10422,0.80466
-10.300000000000002,37.35000000000001,117.40469505852728,0.5112,0.03,0.11807,0.00953,0.11074,0.80829
-10.300000000000002,37.45000000000001,119.68602989807721,0.48623,0.0343,0.1276,0.01013,0.1173,0.81386
-10.300000000000002,37.55000000000001,121.96736473762738,0.461,0.04279,0.14307,0.01068,0.12672,0.82124
-10.300000000000002,37.65000000000001,124.2486995771773,0.43626,0.05369,0.1593,0.01116,0.14061,0.82968
-10.300000000000002,37.750000000000014,123.96267080460423,0.41266,0.06149,0.17595,0.01154,0.1595,0.83803
-10.300000000000002,37.850000000000016,116.56881941957924,0.39061,0.0647,0.20111,0.01175,0.1835,0.84534
-10.300000000000002,37.95000000000002,107.96520441172895,0.37026,0.07019,0.22524,0.01175,0.20929,0.85133
-10.300000000000002,38.05000000000002,99.84594761921241,0.35143,0.08517,0.23195,0.01149,0.23362,0.85676
-10.300000000000002,38.15000000000002,92.33890478996642,0.33364,0.10582,0.24517,0.01096,0.26085,0.86311
-10.300000000000002,38.25000000000002,85.60528960971145,0.3162,0.11925,0.29476,0.01017,0.29538,0.87099
-10.300000000000002,38.35000000000002,79.84102999106773,0.29833,0.11872,0.34676,0.00917,0.33407,0.87967
-10.300000000000002,38.450000000000024,75.26916181562412,0.27933,0.11043,0.37883,0.00802,0.38052,0.8888
-10.300000000000002,38.550000000000026,72.11681884511196,0.25871,0.10799,0.45748,0.0068,0.44841,0.89905
-10.300000000000002,38.65000000000003,70.5744754834973,0.23634,0.12204,0.62024,0.00559,0.53647,0.91067
-10.300000000000002,38.75000000000003,70.74750743823303,0.21247,0.15407,0.8034,0.00445,0.62272,0.92267
-10.300000000000002,38.85000000000003,72.62365466702248,0.18773,0.19872,0.93038,0.00343,0.68969,0.93379
-10.300000000000002,38.95000000000003,76.0770189688516,0.16294,0.24672,0.9937,0.00256,0.73769,0.94325
-10.300000000000002,39.05000000000003,80.8518687756228,0.13904,0.28629,1.0,0.00185,0.77255,0.95046
-10.300000000000002,39.150000000000034,85.74800291042246,0.11689,0.3063,1.0,0.0013,0.79171,0.9548
-10.300000000000002,39.250000000000036,90.33057458435276,0.09713,0.30039,1.0,0.00088,0.78914,0.95602
-10.300000000000002,39.35000000000004,94.91314625828271,0.08013,0.26986,1.0,0.00058,0.76745,0.95475
-10.300000000000002,39.45000000000004,99.49571793221301,0.06596,0.22399,1.0,0.00037,0.73693,0.95231
-10.300000000000002,39.55000000000004,104.07828960614296,0.05444,0.17741,1.0,0.00023,0.70576,0.94988
-10.300000000000002,39.65000000000004,108.66086128007328,0.04522,0.1444,1.0,0.00013,0.6749,0.94793
-10.300000000000002,39.75000000000004,113.24343295400323,0.03789,0.13248,0.94305,8e-05,0.64167,0.9465
-10.300000000000002,39.850000000000044,117.93517605772347,0.03203,0.13883,0.87473,4e-05,0.60862,0.94587
-10.300000000000002,39.950000000000045,120.91601409537493,0.02729,0.15155,0.84895,2e-05,0.58412,0.94649
-10.300000000000002,40.05000000000005,122.00394738415088,0.0234,0.15635,0.86441,1e-05,0.57117,0.94835
-10.300000000000002,40.15000000000005,123.09188067292672,0.0202,0.1466,0.87552,1e-05,0.56397,0.9508
-10.300000000000002,40.25000000000005,124.17981396170268,0.01758,0.12683,0.86838,0.0,0.5566,0.95308
-10.300000000000002,40.35000000000005,125.65343070433684,0.01545,0.10601,0.85404,0.0,0.54775,0.95487
-10.300000000000002,40.45000000000005,127.63596106756411,0.01377,0.08916,0.83852,0.0,0.53858,0.95636
-10.300000000000002,40.550000000000054,129.61922488634121,0.01245,0.07744,0.8262,0.0,0.52954,0.95782
-10.300000000000002,40.650000000000055,131.60248870511845,0.01143,0.07316,0.8157,0.0,0.51931,0.95931
-10.300000000000002,40.75000000000006,133.58575252389556,0.01062,0.07965,0.79594,0.0,0.50766,0.96082
-10.300000000000002,40.85000000000006,135.500786179554,0.00993,0.09764,0.77055,0.0,0.49704,0.96247
-10.300000000000002,40.95000000000006,137.03667441770395,0.00929,0.12614,0.75124,0.0,0.48861,0.96449
-10.300000000000002,41.05000000000006,135.81231933559,0.00864,0.16506,0.73367,0.0,0.48098,0.96701
-10.300000000000002,41.15000000000006,134.1087047724036,0.00793,0.20925,0.72013,0.0,0.47426,0.96985
-10.300000000000002,41.250000000000064,132.41112623098078,0.00715,0.2407,0.71514,0.0,0.46869,0.97241
-10.300000000000002,41.350000000000065,131.03120483721042,0.00632,0.23765,0.69758,0.0,0.46089,0.97422
-10.300000000000002,41.45000000000007,130.51610354870556,0.00544,0.19489,0.65795,0.0,0.44846,0.97553
-10.300000000000002,41.55000000000007,127.00269361046098,0.00455,0.13031,0.6236,0.0,0.43455,0.97684
-10.300000000000002,41.65000000000007,124.37623274809685,0.0037,0.07046,0.60337,0.0,0.42283,0.97815
-10.300000000000002,41.75000000000007,122.69369401246715,0.00291,0.03089,0.57052,0.0,0.41413,0.97906
-10.300000000000002,41.85000000000007,121.99413927628291,0.00222,0.01112,0.53235,0.0,0.41034,0.97958
-10.300000000000002,41.950000000000074,122.29443844516112,0.00163,0.00341,0.52741,0.0,0.41335,0.98014
-10.300000000000002,42.050000000000075,123.58730323537885,0.00116,0.00101,0.55428,0.0,0.42038,0.98091
-10.300000000000002,42.15000000000008,125.84214539211301,0.00079,0.00042,0.58411,0.0,0.42693,0.9817
-10.200000000000003,36.85,105.8242213230531,0.6262,0.011,0.11646,0.00909,0.10636,0.82015
-10.200000000000003,36.95,104.31142781236639,0.61326,0.01943,0.12355,0.01033,0.11137,0.82165
-10.200000000000003,37.050000000000004,103.95919543454792,0.5966,0.03105,0.13317,0.01146,0.11904,0.82375
-10.200000000000003,37.150000000000006,104.77922908698338,0.57677,0.04287,0.14404,0.01247,0.12987,0.82658
-10.200000000000003,37.25000000000001,106.71844238905601,0.55447,0.05117,0.15494,0.01336,0.14227,0.83018
-10.200000000000003,37.35000000000001,108.99977722860613,0.53053,0.05599,0.16481,0.01417,0.15407,0.8347
-10.200000000000003,37.45000000000001,111.2811120681561,0.50584,0.06248,0.18076,0.0149,0.1673,0.84061
-10.200000000000003,37.55000000000001,113.56244690770626,0.48132,0.07567,0.21109,0.01556,0.18646,0.84827
-10.200000000000003,37.65000000000001,115.84378174725622,0.45783,0.09279,0.24149,0.01612,0.21214,0.85736
-10.200000000000003,37.750000000000014,115.52090428606162,0.43607,0.10406,0.26373,0.01653,0.24387,0.86689
-10.200000000000003,37.850000000000016,111.58864509190721,0.41642,0.1049,0.30178,0.01673,0.28277,0.87572
-10.200000000000003,37.95000000000002,102.56813060712167,0.39892,0.10479,0.34896,0.01663,0.32347,0.88293
-10.200000000000003,38.05000000000002,93.98377151695745,0.38319,0.1164,0.36688,0.0162,0.35842,0.88869
-10.200000000000003,38.15000000000002,85.96632707277679,0.36847,0.1389,0.3841,0.0154,0.39223,0.89449
-10.200000000000003,38.25000000000002,78.68927285047005,0.35372,0.15765,0.45604,0.01425,0.4317,0.90144
-10.200000000000003,38.35000000000002,72.37628149198969,0.33783,0.16234,0.53475,0.01282,0.4729,0.90908
-10.200000000000003,38.450000000000024,67.29920336081075,0.31979,0.15835,0.57126,0.01118,0.51911,0.91682
-10.200000000000003,38.550000000000026,63.75399291739967,0.29895,0.1607,0.64256,0.00946,0.5862,0.92521
-10.200000000000003,38.65000000000003,62.00397279484527,0.27515,0.18111,0.80359,0.00776,0.67379,0.93478
-10.200000000000003,38.75000000000003,62.200850969227034,0.24875,0.22097,0.99359,0.00617,0.76014,0.94542
-10.200000000000003,38.85000000000003,64.32675391909721,0.22061,0.27437,1.0,0.00475,0.82975,0.95667
-10.200000000000003,38.95000000000003,68.20153127137367,0.1919,0.33159,1.0,0.00354,0.88409,0.96772
-10.200000000000003,39.05000000000003,73.22433398546983,0.1639,0.38018,1.0,0.00255,0.92651,0.9771
-10.200000000000003,39.150000000000034,77.93067476077707,0.13779,0.40703,1.0,0.00179,0.94995,0.98319
-10.200000000000003,39.250000000000036,82.51324643470737,0.11447,0.40262,1.0,0.00121,0.94579,0.98541
-10.200000000000003,39.35000000000004,87.09581810863732,0.09445,0.36557,1.0,0.00079,0.91792,0.98457
-10.200000000000003,39.45000000000004,91.67838978256763,0.07784,0.30551,1.0,0.0005,0.88029,0.9823
-10.200000000000003,39.55000000000004,96.26096145649758,0.06444,0.24112,1.0,0.00031,0.84376,0.97995
-10.200000000000003,39.65000000000004,100.84353313042789,0.05381,0.19183,1.0,0.00018,0.80932,0.97807
-10.200000000000003,39.75000000000004,105.42610480435783,0.04542,0.1678,1.0,0.00011,0.77289,0.9767
-10.200000000000003,39.850000000000044,110.20805559530112,0.03876,0.16631,1.0,6e-05,0.73625,0.97606
-10.200000000000003,39.950000000000045,112.36796682642176,0.0334,0.17495,1.0,3e-05,0.70853,0.97647
-10.200000000000003,40.05000000000005,113.45590011519771,0.02901,0.17879,1.0,2e-05,0.69381,0.97784
-10.200000000000003,40.15000000000005,114.54383340397355,0.0254,0.16958,1.0,1e-05,0.68621,0.97952
-10.200000000000003,40.25000000000005,115.6317666927495,0.02244,0.15026,1.0,0.0,0.67877,0.98085
-10.200000000000003,40.35000000000005,117.20226880356248,0.02005,0.12933,1.0,0.0,0.66935,0.98164
-10.200000000000003,40.45000000000005,119.18553262233974,0.01816,0.11185,1.0,0.0,0.65913,0.98209
-10.200000000000003,40.550000000000054,121.16879644111684,0.01669,0.09823,1.0,0.0,0.64843,0.98243
-10.200000000000003,40.650000000000055,123.15206025989407,0.01556,0.0892,0.99811,0.0,0.63523,0.98272
-10.200000000000003,40.75000000000006,125.13532407867116,0.01465,0.08786,0.96755,0.0,0.61934,0.98299
-10.200000000000003,40.85000000000006,126.99432824518503,0.01385,0.0991,0.93326,0.0,0.60446,0.98352
-10.200000000000003,40.95000000000006,128.53021648333495,0.01307,0.13024,0.90989,0.0,0.59266,0.98457
-10.200000000000003,41.05000000000006,127.34491828253024,0.01223,0.18698,0.88715,0.0,0.58252,0.98623
-10.200000000000003,41.15000000000006,125.62081206528943,0.01128,0.25987,0.86688,0.0,0.57413,0.98829
-10.200000000000003,41.250000000000064,123.92323352386657,0.01021,0.31687,0.85743,0.0,0.56776,0.99023
-10.200000000000003,41.350000000000065,122.4742645159817,0.00904,0.3225,0.83417,0.0,0.55945,0.99169
-10.200000000000003,41.45000000000007,121.97409304426412,0.0078,0.26861,0.78434,0.0,0.54637,0.99292
-10.200000000000003,41.55000000000007,118.77718534454063,0.00654,0.18146,0.74042,0.0,0.53209,0.99442
-10.200000000000003,41.65000000000007,115.96457582670448,0.00532,0.0992,0.71515,0.0,0.52082,0.9962
-10.200000000000003,41.75000000000007,114.15812771977146,0.00419,0.04418,0.67823,0.0,0.51335,0.99786
-10.200000000000003,41.85000000000007,113.40593278933798,0.00319,0.01634,0.63697,0.0,0.51125,0.99928
-10.200000000000003,41.950000000000074,113.72891122610835,0.00235,0.00534,0.63441,0.0,0.51591,1.0
-10.200000000000003,42.050000000000075,115.11801377305038,0.00167,0.0019,0.66767,0.0,0.52407,1.0
-10.200000000000003,42.15000000000008,117.53544627451092,0.00114,0.00109,0.70344,0.0,0.5311,1.0
-10.100000000000003,36.85,97.40118869998098,0.64494,0.02076,0.13949,0.01377,0.1394,0.84061
-10.100000000000003,36.95,95.75541610683598,0.63178,0.03458,0.15378,0.01555,0.14922,0.84391
-10.100000000000003,37.050000000000004,95.37158935939625,0.61487,0.05331,0.17289,0.01714,0.16295,0.84811
-10.100000000000003,37.150000000000006,96.26480452170108,0.59486,0.07185,0.19804,0.0185,0.18188,0.85311
-10.100000000000003,37.25000000000001,98.31352455913489,0.57252,0.08426,0.22933,0.01966,0.20373,0.85855
-10.100000000000003,37.35000000000001,100.59485939868503,0.54882,0.09096,0.25514,0.02064,0.22428,0.86418
-10.100000000000003,37.45000000000001,102.87619423823499,0.52479,0.10022,0.28024,0.02148,0.24612,0.87048
-10.100000000000003,37.55000000000001,105.15752907778516,0.5015,0.1201,0.32869,0.0222,0.27645,0.87823
-10.100000000000003,37.65000000000001,107.4388639173351,0.47992,0.14671,0.37678,0.02279,0.31501,0.88752
-10.100000000000003,37.750000000000014,107.1026687228064,0.46078,0.16427,0.39955,0.02318,0.35904,0.89752
-10.100000000000003,37.850000000000016,105.37638902176926,0.44445,0.16275,0.44347,0.02329,0.4097,0.90695
-10.100000000000003,37.95000000000002,97.62952532524058,0.43083,0.15344,0.51112,0.02303,0.46013,0.91449
-10.100000000000003,38.05000000000002,88.56778255970896,0.41926,0.15646,0.53591,0.02232,0.49979,0.91996
-10.100000000000003,38.15000000000002,80.00945062538462,0.40861,0.17676,0.54576,0.02114,0.53384,0.92496
-10.100000000000003,38.25000000000002,72.13393418307328,0.39744,0.19982,0.62262,0.0195,0.57172,0.93099
-10.100000000000003,38.35000000000002,65.18917794849045,0.38419,0.2122,0.71678,0.01749,0.60987,0.93749
-10.100000000000003,38.450000000000024,59.50197956364128,0.36752,0.21781,0.75452,0.01523,0.64932,0.94317
-10.100000000000003,38.550000000000026,55.46056627824919,0.34657,0.2312,0.78531,0.01286,0.7023,0.94783
-10.100000000000003,38.65000000000003,53.439642975380515,0.32114,0.26197,0.85871,0.01053,0.76861,0.95238
-10.100000000000003,38.75000000000003,53.6679481654387,0.29175,0.3091,0.95748,0.00835,0.83445,0.95847
-10.100000000000003,38.85000000000003,56.11803692896173,0.25956,0.36639,1.0,0.00641,0.89365,0.96754
-10.100000000000003,38.95000000000003,60.51177600188155,0.22615,0.42659,1.0,0.00477,0.94945,0.97906
-10.100000000000003,39.05000000000003,65.53077493720174,0.19325,0.48055,1.0,0.00344,0.99889,0.99025
-10.100000000000003,39.150000000000034,70.11334661113167,0.16242,0.51559,1.0,0.0024,1.0,0.99812
-10.100000000000003,39.250000000000036,74.695918285062,0.13486,0.51772,1.0,0.00162,1.0,1.0
-10.100000000000003,39.35000000000004,79.27848995899193,0.11126,0.47879,1.0,0.00106,0.98851,1.0
-10.100000000000003,39.45000000000004,83.86106163292226,0.09179,0.40539,1.0,0.00067,0.94463,0.99927
-10.100000000000003,39.55000000000004,88.44363330685219,0.0762,0.32049,1.0,0.00041,0.90422,0.99719
-10.100000000000003,39.65000000000004,93.02620498078251,0.06395,0.25115,1.0,0.00024,0.8683,0.9956
-10.100000000000003,39.75000000000004,97.65148484386458,0.05437,0.21148,1.0,0.00014,0.83135,0.99454
-10.100000000000003,39.850000000000044,102.48093513287877,0.04682,0.1982,0.9915,8e-05,0.79396,0.99409
-10.100000000000003,39.950000000000045,103.8199195574686,0.04078,0.19808,0.95941,4e-05,0.76494,0.99442
